Verb,Tense,Pronoun,ConjugatedVerb
Regarder,Passé composé,tu as regard,é
Regarder,Passé composé,il a regard,é
Regarder,Passé composé,nous avons regard,é
Regarder,Passé composé,vous avez regard,é
Regarder,Passé composé,ils ont regard,é
Regarder,Imparfait,je regard,ais
Regarder,Imparfait,tu regard,ais
Regarder,Imparfait,il regard,ait
Regarder,Imparfait,nous regard,ions
Regarder,Imparfait,vous regard,iez
Regarder,Imparfait,ils regard,aient
Regarder,Plus-que-parfait,j'avais regard,é
Regarder,Plus-que-parfait,tu avais regard,é
Regarder,Plus-que-parfait,il avait regard,é
Regarder,Plus-que-parfait,nous avions regard,é
Regarder,Plus-que-parfait,vous aviez regard,é
Regarder,Plus-que-parfait,ils avaient regard,é
Regarder,Passé simple,je regard,ai
Regarder,Passé simple,tu regard,as
Regarder,Passé simple,il regard,a
Regarder,Passé simple,nous regard,âmes
Regarder,Passé simple,vous regard,âtes
Regarder,Passé simple,ils regard,èrent
Regarder,Passé antérieur,j'eus regard,é
Regarder,Passé antérieur,tu eus regard,é
Regarder,Passé antérieur,il eut regard,é
Regarder,Passé antérieur,nous eûmes regard,é
Regarder,Passé antérieur,vous eûtes regard,é
Regarder,Passé antérieur,ils eurent regard,é
Regarder,Futur,je regard,erai
Regarder,Futur,tu regard,eras
Regarder,Futur,il regard,era
Regarder,Futur,nous regard,erons
Regarder,Futur,vous regard,erez
Regarder,Futur,ils regard,eront
Regarder,Futur antérieur,j'aurai regard,é
Regarder,Futur antérieur,tu auras regard,é
Regarder,Futur antérieur,il aura regard,é
Regarder,Futur antérieur,nous aurons regard,é
Regarder,Futur antérieur,vous aurez regard,é
Regarder,Futur antérieur,ils auront regard,é
Regarder,Futur proche,je vais regard,er
Regarder,Futur proche,tu vas regard,er
Regarder,Futur proche,il va regard,er
Regarder,Futur proche,nous allons regard,er
Regarder,Futur proche,vous allez regard,er
Regarder,Futur proche,ils vont regard,er
Répondre,Présent,je répon,ds
Répondre,Présent,tu répon,ds
Répondre,Présent,il répon,d
Répondre,Présent,nous répon,dons
Répondre,Présent,vous répon,dez
Répondre,Présent,ils répon,dent
Répondre,Passé composé,j'ai répon,du
Répondre,Passé composé,tu as répon,du
Répondre,Passé composé,il a répon,du
Répondre,Passé composé,nous avons répon,du
Répondre,Passé composé,vous avez répon,du
Répondre,Passé composé,ils ont répon,du
Répondre,Imparfait,je répon,dais
Répondre,Imparfait,tu répon,dais
Répondre,Imparfait,il répon,dait
Répondre,Imparfait,nous répon,dions
Répondre,Imparfait,vous répon,diez
Répondre,Imparfait,ils répon,daient
Répondre,Plus-que-parfait,j'avais répon,du
Répondre,Plus-que-parfait,tu avais répon,du
Répondre,Plus-que-parfait,il avait répon,du
Répondre,Plus-que-parfait,nous avions répon,du
Répondre,Plus-que-parfait,vous aviez répon,du
Répondre,Plus-que-parfait,ils avaient répon,du
Répondre,Passé simple,je répon,dis
Répondre,Passé simple,tu répon,dis
Répondre,Passé simple,il répon,dit
Répondre,Passé simple,nous répon,dîmes
Répondre,Passé simple,vous répon,dîtes
Répondre,Passé simple,ils répon,dirent
Répondre,Passé antérieur,j'eus répon,du
Répondre,Passé antérieur,tu eus répon,du
Répondre,Passé antérieur,il eut répon,du
Répondre,Passé antérieur,nous eûmes répon,du
Répondre,Passé antérieur,vous eûtes répon,du
Répondre,Passé antérieur,ils eurent répon,du
Répondre,Futur,je répon,drai
Répondre,Futur,tu répon,dras
Répondre,Futur,il répon,dra
Répondre,Futur,nous répon,drons
Répondre,Futur,vous répon,drez
Répondre,Futur,ils répon,dront
Répondre,Futur antérieur,j'aurai répon,du
Répondre,Futur antérieur,tu auras répon,du
Répondre,Futur antérieur,il aura répon,du
Répondre,Futur antérieur,nous aurons répon,du
Répondre,Futur antérieur,vous aurez répon,du
Répondre,Futur antérieur,ils auront répon,du
Répondre,Futur proche,je vais répon,dre
Répondre,Futur proche,tu vas répon,dre
Répondre,Futur proche,il va répon,dre
Répondre,Futur proche,nous allons répon,dre
Répondre,Futur proche,vous allez répon,dre
Répondre,Futur proche,ils vont répon,dre
Rendre,Présent,je ren,ds
Rendre,Présent,tu ren,ds
Rendre,Présent,il ren,d
Rendre,Présent,nous ren,dons
Rendre,Présent,vous ren,dez
Rendre,Présent,ils ren,dent
Rendre,Passé composé,j'ai ren,du
Rendre,Passé composé,tu as ren,du
Rendre,Passé composé,il a ren,du
Rendre,Passé composé,nous avons ren,du
Rendre,Passé composé,vous avez ren,du
Rendre,Passé composé,ils ont ren,du
Rendre,Imparfait,je ren,dais
Rendre,Imparfait,tu ren,dais
Rendre,Imparfait,il ren,dait
Rendre,Imparfait,nous ren,dions
Rendre,Imparfait,vous ren,diez
Rendre,Imparfait,ils ren,daient
Rendre,Plus-que-parfait,j'avais ren,du
Rendre,Plus-que-parfait,tu avais ren,du
Rendre,Plus-que-parfait,il avait ren,du
Rendre,Plus-que-parfait,nous avions ren,du
Rendre,Plus-que-parfait,vous aviez ren,du
Rendre,Plus-que-parfait,ils avaient ren,du
Rendre,Passé simple,je ren,dis
Rendre,Passé simple,tu ren,dis
Rendre,Passé simple,il ren,dit
Rendre,Passé simple,nous ren,dîmes
Rendre,Passé simple,vous ren,dîtes
Rendre,Passé simple,ils ren,dirent
Rendre,Passé antérieur,j'eus ren,du
Rendre,Passé antérieur,tu eus ren,du
Rendre,Passé antérieur,il eut ren,du
Rendre,Passé antérieur,nous eûmes ren,du
Rendre,Passé antérieur,vous eûtes ren,du
Rendre,Passé antérieur,ils eurent ren,du
Rendre,Futur,je ren,drai
Rendre,Futur,tu ren,dras
Rendre,Futur,il ren,dra
Rendre,Futur,nous ren,drons
Rendre,Futur,vous ren,drez
Rendre,Futur,ils ren,dront
Rendre,Futur antérieur,j'aurai ren,du
Rendre,Futur antérieur,tu auras ren,du
Rendre,Futur antérieur,il aura ren,du
Rendre,Futur antérieur,nous aurons ren,du
Rendre,Futur antérieur,vous aurez ren,du
Rendre,Futur antérieur,ils auront ren,du
Rendre,Futur proche,je vais ren,dre
Rendre,Futur proche,tu vas ren,dre
Rendre,Futur proche,il va ren,dre
Rendre,Futur proche,nous allons ren,dre
Rendre,Futur proche,vous allez ren,dre
Rendre,Futur proche,ils vont ren,dre
Connaître,Présent,je conn,ais
Connaître,Présent,tu conn,ais
Connaître,Présent,il conn,aît
Connaître,Présent,nous conn,aissons
Connaître,Présent,vous conn,aissez
Connaître,Présent,ils conn,aissent
Connaître,Passé composé,j'ai conn,u
Connaître,Passé composé,tu as conn,u
Connaître,Passé composé,il a conn,u
Connaître,Passé composé,nous avons conn,u
Connaître,Passé composé,vous avez conn,u
Connaître,Passé composé,ils ont conn,u
Connaître,Imparfait,je conn,aissais
Connaître,Imparfait,tu conn,aissais
Connaître,Imparfait,il conn,aissait
Connaître,Imparfait,nous conn,aissions
Connaître,Imparfait,vous conn,aissiez
Connaître,Imparfait,ils conn,aissaient
Connaître,Plus-que-parfait,j'avais conn,u
Connaître,Plus-que-parfait,tu avais conn,u
Connaître,Plus-que-parfait,il avait conn,u
Connaître,Plus-que-parfait,nous avions conn,u
Connaître,Plus-que-parfait,vous aviez conn,u
Connaître,Plus-que-parfait,ils avaient conn,u
Connaître,Passé simple,je conn,us
Connaître,Passé simple,tu conn,us
Connaître,Passé simple,il conn,ut
Connaître,Passé simple,nous conn,ûmes
Connaître,Passé simple,vous conn,ûtes
Connaître,Passé simple,ils conn,urent
Connaître,Passé antérieur,j'eus conn,u
Connaître,Passé antérieur,tu eus conn,u
Connaître,Passé antérieur,il eut conn,u
Connaître,Passé antérieur,nous eûmes conn,u
Connaître,Passé antérieur,vous eûtes conn,u
Connaître,Passé antérieur,ils eurent conn,u
Connaître,Futur,je conn,aîtrai
Connaître,Futur,tu conn,aîtras
Connaître,Futur,il conn,aîtra
Connaître,Futur,nous conn,aîtrons
Connaître,Futur,vous conn,aîtrez
Connaître,Futur,ils conn,aîtront
Connaître,Futur antérieur,j'aurai conn,u
Connaître,Futur antérieur,tu auras conn,u
Connaître,Futur antérieur,il aura conn,u
Connaître,Futur antérieur,nous aurons conn,u
Connaître,Futur antérieur,vous aurez conn,u
Connaître,Futur antérieur,ils auront conn,u
Connaître,Futur proche,je vais conn,aître
Connaître,Futur proche,tu vas conn,aître
Connaître,Futur proche,il va conn,aître
Connaître,Futur proche,nous allons conn,aître
Connaître,Futur proche,vous allez conn,aître
Connaître,Futur proche,ils vont conn,aître
Paraître,Présent,je par,ais
Paraître,Présent,tu par,ais
Paraître,Présent,il par,aît
Paraître,Présent,nous par,aissons
Paraître,Présent,vous par,aissez
Paraître,Présent,ils par,aissent
Paraître,Passé composé,j'ai par,u
Paraître,Passé composé,tu as par,u
Paraître,Passé composé,il a par,u
Paraître,Passé composé,nous avons par,u
Paraître,Passé composé,vous avez par,u
Paraître,Passé composé,ils ont par,u
Paraître,Imparfait,je par,aissais
Paraître,Imparfait,tu par,aissais
Paraître,Imparfait,il par,aissait
Paraître,Imparfait,nous par,aissions
Paraître,Imparfait,vous par,aissiez
Paraître,Imparfait,ils par,aissaient
Paraître,Plus-que-parfait,j'avais par,u
Paraître,Plus-que-parfait,tu avais par,u
Paraître,Plus-que-parfait,il avait par,u
Paraître,Plus-que-parfait,nous avions par,u
Paraître,Plus-que-parfait,vous aviez par,u
Paraître,Plus-que-parfait,ils avaient par,u
Paraître,Passé simple,je par,us
Paraître,Passé simple,tu par,us
Paraître,Passé simple,il par,ut
Paraître,Passé simple,nous par,ûmes
Paraître,Passé simple,vous par,ûtes
Paraître,Passé simple,ils par,urent
Paraître,Passé antérieur,j'eus par,u
Paraître,Passé antérieur,tu eus par,u
Paraître,Passé antérieur,il eut par,u
Paraître,Passé antérieur,nous eûmes par,u
Paraître,Passé antérieur,vous eûtes par,u
Paraître,Passé antérieur,ils eurent par,u
Paraître,Futur,je par,aîtrai
Paraître,Futur,tu par,aîtras
Paraître,Futur,il par,aîtra
Paraître,Futur,nous par,aîtrons
Paraître,Futur,vous par,aîtrez
Paraître,Futur,ils par,aîtront
Paraître,Futur antérieur,j'aurai par,u
Paraître,Futur antérieur,tu auras par,u
Paraître,Futur antérieur,il aura par,u
Paraître,Futur antérieur,nous aurons par,u
Paraître,Futur antérieur,vous aurez par,u
Paraître,Futur antérieur,ils auront par,u
Paraître,Futur proche,je vais par,aître
Paraître,Futur proche,tu vas par,aître
Paraître,Futur proche,il va par,aître
Paraître,Futur proche,nous allons par,aître
Paraître,Futur proche,vous allez par,aître
Paraître,Futur proche,ils vont par,aître
Arriver,Présent,j'arriv,e
Arriver,Présent,tu arriv,es
Arriver,Présent,il arriv,e
Arriver,Présent,nous arriv,ons
Arriver,Présent,vous arriv,ez
Arriver,Présent,ils arriv,ent
Arriver,Passé composé,je suis arriv,é
Arriver,Passé composé,tu es arriv,é
Arriver,Passé composé,il est arriv,é
Arriver,Passé composé,nous sommes arriv,és
Arriver,Passé composé,vous êtes arriv,és
Arriver,Passé composé,ils sont arriv,és
Arriver,Imparfait,j'arriv,ais
Arriver,Imparfait,tu arriv,ais
Arriver,Imparfait,il arriv,ait
Arriver,Imparfait,nous arriv,ions
Arriver,Imparfait,vous arriv,iez
Arriver,Imparfait,ils arriv,aient
Arriver,Plus-que-parfait,j'étais arriv,é
Arriver,Plus-que-parfait,tu étais arriv,é
Arriver,Plus-que-parfait,il était arriv,é
Arriver,Plus-que-parfait,nous étions arriv,és
Arriver,Plus-que-parfait,vous étiez arriv,és
Arriver,Plus-que-parfait,ils étaient arriv,és
Arriver,Passé simple,j'arriv,ai
Arriver,Passé simple,tu arriv,as
Arriver,Passé simple,il arriv,a
Arriver,Passé simple,nous arriv,âmes
Arriver,Passé simple,vous arriv,âtes
Arriver,Passé simple,ils arriv,èrent
Arriver,Passé antérieur,je fus arriv,é
Arriver,Passé antérieur,tu fus arriv,é
Arriver,Passé antérieur,il fut arriv,é
Arriver,Passé antérieur,nous fûmes arriv,és
Arriver,Passé antérieur,vous fûtes arriv,és
Arriver,Passé antérieur,ils furent arriv,és
Arriver,Futur,j'arriv,erai
Arriver,Futur,tu arriv,eras
Arriver,Futur,il arriv,era
Arriver,Futur,nous arriv,erons
Arriver,Futur,vous arriv,erez
Arriver,Futur,ils arriv,eront
Arriver,Futur antérieur,je serai arriv,é
Arriver,Futur antérieur,tu seras arriv,é
Arriver,Futur antérieur,il sera arriv,é
Arriver,Futur antérieur,nous serons arriv,és
Arriver,Futur antérieur,vous serez arriv,és
Arriver,Futur antérieur,ils seront arriv,és
Arriver,Futur proche,je vais arriv,er
Arriver,Futur proche,tu vas arriv,er
Arriver,Futur proche,il va arriv,er
Arriver,Futur proche,nous allons arriv,er
Arriver,Futur proche,vous allez arriv,er
Arriver,Futur proche,ils vont arriv,er
Sentir,Présent,je sen,s
Sentir,Présent,tu sen,s
Sentir,Présent,il sen,t
Sentir,Présent,nous sen,tons
Sentir,Présent,vous sen,tez
Sentir,Présent,ils sen,tent
Sentir,Passé composé,j'ai sen,ti
Sentir,Passé composé,tu as sen,ti
Sentir,Passé composé,il a sen,ti
Sentir,Passé composé,nous avons sen,ti
Sentir,Passé composé,vous avez sen,ti
Sentir,Passé composé,ils ont sen,ti
Sentir,Imparfait,je sen,tais
Sentir,Imparfait,tu sen,tais
Sentir,Imparfait,il sen,tait
Sentir,Imparfait,nous sen,tions
Sentir,Imparfait,vous sen,tiez
Sentir,Imparfait,ils sen,taient
Sentir,Plus-que-parfait,j'avais sen,ti
Sentir,Plus-que-parfait,tu avais sen,ti
Sentir,Plus-que-parfait,il avait sen,ti
Sentir,Plus-que-parfait,nous avions sen,ti
Sentir,Plus-que-parfait,vous aviez sen,ti
Sentir,Plus-que-parfait,ils avaient sen,ti
Sentir,Passé simple,je sen,tis
Sentir,Passé simple,tu sen,tis
Sentir,Passé simple,il sen,tit
Sentir,Passé simple,nous sen,tîmes
Sentir,Passé simple,vous sen,tîtes
Sentir,Passé simple,ils sen,tirent
Sentir,Passé antérieur,j'eus sen,ti
Sentir,Passé antérieur,tu eus sen,ti
Sentir,Passé antérieur,il eut sen,ti
Sentir,Passé antérieur,nous eûmes sen,ti
Sentir,Passé antérieur,vous eûtes sen,ti
Sentir,Passé antérieur,ils eurent sen,ti
Sentir,Futur,je sen,tirai
Sentir,Futur,tu sen,tiras
Sentir,Futur,il sen,tira
Sentir,Futur,nous sen,tirons
Sentir,Futur,vous sen,tirez
Sentir,Futur,ils sen,tiront
Sentir,Futur antérieur,j'aurai sen,ti
Sentir,Futur antérieur,tu auras sen,ti
Sentir,Futur antérieur,il aura sen,ti
Sentir,Futur antérieur,nous aurons sen,ti
Sentir,Futur antérieur,vous aurez sen,ti
Sentir,Futur antérieur,ils auront sen,ti
Sentir,Futur proche,je vais sen,tir
Sentir,Futur proche,tu vas sen,tir
Sentir,Futur proche,il va sen,tir
Sentir,Futur proche,nous allons sen,tir
Sentir,Futur proche,vous allez sen,tir
Sentir,Futur proche,ils vont sen,tir
Attendre,Présent,j'atten,ds
Attendre,Présent,tu atten,ds
Attendre,Présent,il atten,d
Attendre,Présent,nous atten,dons
Attendre,Présent,vous atten,dez
Attendre,Présent,ils atten,dent
Attendre,Passé composé,j'ai atten,du
Attendre,Passé composé,tu as atten,du
Attendre,Passé composé,il a atten,du
Attendre,Passé composé,nous avons atten,du
Attendre,Passé composé,vous avez atten,du
Attendre,Passé composé,ils ont atten,du
Attendre,Imparfait,j'atten,dais
Attendre,Imparfait,tu atten,dais
Attendre,Imparfait,il atten,dait
Attendre,Imparfait,nous atten,dions
Attendre,Imparfait,vous atten,diez
Attendre,Imparfait,ils atten,daient
Attendre,Plus-que-parfait,j'avais atten,du
Attendre,Plus-que-parfait,tu avais atten,du
Attendre,Plus-que-parfait,il avait atten,du
Attendre,Plus-que-parfait,nous avions atten,du
Attendre,Plus-que-parfait,vous aviez atten,du
Attendre,Plus-que-parfait,ils avaient atten,du
Attendre,Passé simple,j'atten,dis
Attendre,Passé simple,tu atten,dis
Attendre,Passé simple,il atten,dit
Attendre,Passé simple,nous atten,dîmes
Attendre,Passé simple,vous atten,dîtes
Attendre,Passé simple,ils atten,dirent
Attendre,Passé antérieur,j'eus atten,du
Attendre,Passé antérieur,tu eus atten,du
Attendre,Passé antérieur,il eut atten,du
Attendre,Passé antérieur,nous eûmes atten,du
Attendre,Passé antérieur,vous eûtes atten,du
Attendre,Passé antérieur,ils eurent atten,du
Attendre,Futur,j'atten,drai
Attendre,Futur,tu atten,dras
Attendre,Futur,il atten,dra
Attendre,Futur,nous atten,drons
Attendre,Futur,vous atten,drez
Attendre,Futur,ils atten,dront
Attendre,Futur antérieur,j'aurai atten,du
Attendre,Futur antérieur,tu auras atten,du
Attendre,Futur antérieur,il aura atten,du
Attendre,Futur antérieur,nous aurons atten,du
Attendre,Futur antérieur,vous aurez atten,du
Attendre,Futur antérieur,ils auront atten,du
Attendre,Futur proche,je vais atten,dre
Attendre,Futur proche,tu vas atten,dre
Attendre,Futur proche,il va atten,dre
Attendre,Futur proche,nous allons atten,dre
Attendre,Futur proche,vous allez atten,dre
Attendre,Futur proche,ils vont atten,dre
Vivre,Présent,je v,is
Vivre,Présent,tu v,is
Vivre,Présent,il v,it
Vivre,Présent,nous v,ivons
Vivre,Présent,vous v,ivez
Vivre,Présent,ils v,ivent
Vivre,Passé composé,j'ai v,écu
Vivre,Passé composé,tu as v,écu
Vivre,Passé composé,il a v,écu
Vivre,Passé composé,nous avons v,écu
Vivre,Passé composé,vous avez v,écu
Vivre,Passé composé,ils ont v,écu
Vivre,Imparfait,je v,ivais
Vivre,Imparfait,tu v,ivais
Vivre,Imparfait,il v,ivait
Vivre,Imparfait,nous v,ivions
Vivre,Imparfait,vous v,iviez
Vivre,Imparfait,ils v,ivaient
Vivre,Plus-que-parfait,j'avais v,écu
Vivre,Plus-que-parfait,tu avais v,écu
Vivre,Plus-que-parfait,il avait v,écu
Vivre,Plus-que-parfait,nous avions v,écu
Vivre,Plus-que-parfait,vous aviez v,écu
Vivre,Plus-que-parfait,ils avaient v,écu
Vivre,Passé simple,je v,écus
Vivre,Passé simple,tu v,écus
Vivre,Passé simple,il v,écut
Vivre,Passé simple,nous v,écûmes
Vivre,Passé simple,vous v,écûtes
Vivre,Passé simple,ils v,écurent
Vivre,Passé antérieur,j'eus v,écu
Vivre,Passé antérieur,tu eus v,écu
Vivre,Passé antérieur,il eut v,écu
Vivre,Passé antérieur,nous eûmes v,écu
Vivre,Passé antérieur,vous eûtes v,écu
Vivre,Passé antérieur,ils eurent v,écu
Vivre,Futur,je v,ivrai
Vivre,Futur,tu v,ivras
Vivre,Futur,il v,ivra
Vivre,Futur,nous v,ivrons
Vivre,Futur,vous v,ivrez
Vivre,Futur,ils v,ivront
Vivre,Futur antérieur,j'aurai v,écu
Vivre,Futur antérieur,tu auras v,écu
Vivre,Futur antérieur,il aura v,écu
Vivre,Futur antérieur,nous aurons v,écu
Vivre,Futur antérieur,vous aurez v,écu
Vivre,Futur antérieur,ils auront v,écu
Vivre,Futur proche,je vais v,ivre
Vivre,Futur proche,tu vas v,ivre
Vivre,Futur proche,il va v,ivre
Vivre,Futur proche,nous allons v,ivre
Vivre,Futur proche,vous allez v,ivre
Vivre,Futur proche,ils vont v,ivre
Chercher,Présent,je cherch,e
Chercher,Présent,tu cherch,es
Chercher,Présent,il cherch,e
Chercher,Présent,nous cherch,ons
Chercher,Présent,vous cherch,ez
Chercher,Présent,ils cherch,ent
Chercher,Passé composé,j'ai cherch,é
Chercher,Passé composé,tu as cherch,é
Chercher,Passé composé,il a cherch,é
Chercher,Passé composé,nous avons cherch,é
Chercher,Passé composé,vous avez cherch,é
Chercher,Passé composé,ils ont cherch,é
Chercher,Imparfait,je cherch,ais
Chercher,Imparfait,tu cherch,ais
Chercher,Imparfait,il cherch,ait
Chercher,Imparfait,nous cherch,ions
Chercher,Imparfait,vous cherch,iez
Chercher,Imparfait,ils cherch,aient
Chercher,Plus-que-parfait,j'avais cherch,é
Chercher,Plus-que-parfait,tu avais cherch,é
Chercher,Plus-que-parfait,il avait cherch,é
Chercher,Plus-que-parfait,nous avions cherch,é
Chercher,Plus-que-parfait,vous aviez cherch,é
Chercher,Plus-que-parfait,ils avaient cherch,é
Chercher,Passé simple,je cherch,ai
Chercher,Passé simple,tu cherch,as
Chercher,Passé simple,il cherch,a
Chercher,Passé simple,nous cherch,âmes
Chercher,Passé simple,vous cherch,âtes
Chercher,Passé simple,ils cherch,èrent
Chercher,Passé antérieur,j'eus cherch,é
Chercher,Passé antérieur,tu eus cherch,é
Chercher,Passé antérieur,il eut cherch,é
Chercher,Passé antérieur,nous eûmes cherch,é
Chercher,Passé antérieur,vous eûtes cherch,é
Chercher,Passé antérieur,ils eurent cherch,é
Chercher,Futur,je cherch,erai
Chercher,Futur,tu cherch,eras
Chercher,Futur,il cherch,era
Chercher,Futur,nous cherch,erons
Chercher,Futur,vous cherch,erez
Chercher,Futur,ils cherch,eront
Chercher,Futur antérieur,j'aurai cherch,é
Chercher,Futur antérieur,tu auras cherch,é
Chercher,Futur antérieur,il aura cherch,é
Chercher,Futur antérieur,nous aurons cherch,é
Chercher,Futur antérieur,vous aurez cherch,é
Chercher,Futur antérieur,ils auront cherch,é
Chercher,Futur proche,je vais cherch,er
Chercher,Futur proche,tu vas cherch,er
Chercher,Futur proche,il va cherch,er
Chercher,Futur proche,nous allons cherch,er
Chercher,Futur proche,vous allez cherch,er
Chercher,Futur proche,ils vont cherch,er
Comprendre,Présent,je compr,ends
Comprendre,Présent,tu compr,ends
Comprendre,Présent,il compr,end
Comprendre,Présent,nous compr,enons
Comprendre,Présent,vous compr,enez
Comprendre,Présent,ils compr,ennent
Comprendre,Passé composé,j'ai compr,is
Comprendre,Passé composé,tu as compr,is
Comprendre,Passé composé,il a compr,is
Comprendre,Passé composé,nous avons compr,is
Comprendre,Passé composé,vous avez compr,is
Comprendre,Passé composé,ils ont compr,is
Comprendre,Imparfait,je compr,enais
Comprendre,Imparfait,tu compr,enais
Comprendre,Imparfait,il compr,enait
Comprendre,Imparfait,nous compr,enions
Comprendre,Imparfait,vous compr,eniez
Comprendre,Imparfait,ils compr,enaient
Comprendre,Plus-que-parfait,j'avais compr,is
Comprendre,Plus-que-parfait,tu avais compr,is
Comprendre,Plus-que-parfait,il avait compr,is
Comprendre,Plus-que-parfait,nous avions compr,is
Comprendre,Plus-que-parfait,vous aviez compr,is
Comprendre,Plus-que-parfait,ils avaient compr,is
Comprendre,Passé simple,je compr,is
Comprendre,Passé simple,tu compr,is
Comprendre,Passé simple,il compr,it
Comprendre,Passé simple,nous compr,îmes
Comprendre,Passé simple,vous compr,îtes
Comprendre,Passé simple,ils compr,irent
Comprendre,Passé antérieur,j'eus compr,is
Comprendre,Passé antérieur,tu eus compr,is
Comprendre,Passé antérieur,il eut compr,is
Comprendre,Passé antérieur,nous eûmes compr,is
Comprendre,Passé antérieur,vous eûtes compr,is
Comprendre,Passé antérieur,ils eurent compr,is
Comprendre,Futur,je compr,endrai
Comprendre,Futur,tu compr,endras
Comprendre,Futur,il compr,endra
Comprendre,Futur,nous compr,endrons
Comprendre,Futur,vous compr,endrez
Comprendre,Futur,ils compr,endront
Comprendre,Futur antérieur,j'aurai compr,is
Comprendre,Futur antérieur,tu auras compr,is
Comprendre,Futur antérieur,il aura compr,is
Comprendre,Futur antérieur,nous aurons compr,is
Comprendre,Futur antérieur,vous aurez compr,is
Comprendre,Futur antérieur,ils auront compr,is
Comprendre,Futur proche,je vais compr,endre
Comprendre,Futur proche,tu vas compr,endre
Comprendre,Futur proche,il va compr,endre
Comprendre,Futur proche,nous allons compr,endre
Comprendre,Futur proche,vous allez compr,endre
Comprendre,Futur proche,ils vont compr,endre
Porter,Présent,je port,e
Porter,Présent,tu port,es
Porter,Présent,il port,e
Porter,Présent,nous port,ons
Porter,Présent,vous port,ez
Porter,Présent,ils port,ent
Porter,Passé composé,j'ai port,é
Porter,Passé composé,tu as port,é
Porter,Passé composé,il a port,é
Porter,Passé composé,nous avons port,é
Porter,Passé composé,vous avez port,é
Porter,Passé composé,ils ont port,é
Porter,Imparfait,je port,ais
Porter,Imparfait,tu port,ais
Porter,Imparfait,il port,ait
Porter,Imparfait,nous port,ions
Porter,Imparfait,vous port,iez
Porter,Imparfait,ils port,aient
Porter,Plus-que-parfait,j'avais port,é
Porter,Plus-que-parfait,tu avais port,é
Porter,Plus-que-parfait,il avait port,é
Porter,Plus-que-parfait,nous avions port,é
Porter,Plus-que-parfait,vous aviez port,é
Porter,Plus-que-parfait,ils avaient port,é
Porter,Passé simple,je port,ai
Porter,Passé simple,tu port,as
Porter,Passé simple,il port,a
Porter,Passé simple,nous port,âmes
Porter,Passé simple,vous port,âtes
Porter,Passé simple,ils port,èrent
Porter,Passé antérieur,j'eus port,é
Porter,Passé antérieur,tu eus port,é
Porter,Passé antérieur,il eut port,é
Porter,Passé antérieur,nous eûmes port,é
Porter,Passé antérieur,vous eûtes port,é
Porter,Passé antérieur,ils eurent port,é
Porter,Futur,je port,erai
Porter,Futur,tu port,eras
Porter,Futur,il port,era
Porter,Futur,nous port,erons
Porter,Futur,vous port,erez
Porter,Futur,ils port,eront
Porter,Futur antérieur,j'aurai port,é
Porter,Futur antérieur,tu auras port,é
Porter,Futur antérieur,il aura port,é
Porter,Futur antérieur,nous aurons port,é
Porter,Futur antérieur,vous aurez port,é
Porter,Futur antérieur,ils auront port,é
Porter,Futur proche,je vais port,er
Porter,Futur proche,tu vas port,er
Porter,Futur proche,il va port,er
Porter,Futur proche,nous allons port,er
Porter,Futur proche,vous allez port,er
Porter,Futur proche,ils vont port,er
Devenir,Présent,je dev,iens
Devenir,Présent,tu dev,iens
Devenir,Présent,il dev,ient
Devenir,Présent,nous dev,enons
Devenir,Présent,vous dev,enez
Devenir,Présent,ils dev,iennent
Devenir,Passé composé,je suis dev,enu
Devenir,Passé composé,tu es dev,enu
Devenir,Passé composé,il est dev,enu
Devenir,Passé composé,nous sommes dev,enus
Devenir,Passé composé,vous êtes dev,enus
Devenir,Passé composé,ils sont dev,enus
Devenir,Imparfait,je dev,enais
Devenir,Imparfait,tu dev,enais
Devenir,Imparfait,il dev,enait
Devenir,Imparfait,nous dev,enions
Devenir,Imparfait,vous dev,eniez
Devenir,Imparfait,ils dev,enaient
Devenir,Plus-que-parfait,j'étais dev,enu
Devenir,Plus-que-parfait,tu étais dev,enu
Devenir,Plus-que-parfait,il était dev,enu
Devenir,Plus-que-parfait,nous étions dev,enus
Devenir,Plus-que-parfait,vous étiez dev,enus
Devenir,Plus-que-parfait,ils étaient dev,enus
Devenir,Passé simple,je dev,ins
Devenir,Passé simple,tu dev,ins
Devenir,Passé simple,il dev,int
Devenir,Passé simple,nous dev,înmes
Devenir,Passé simple,vous dev,întes
Devenir,Passé simple,ils dev,inrent
Devenir,Passé antérieur,je fus dev,enu
Devenir,Passé antérieur,tu fus dev,enu
Devenir,Passé antérieur,il fut dev,enu
Devenir,Passé antérieur,nous fûmes dev,enus
Devenir,Passé antérieur,vous fûtes dev,enus
Devenir,Passé antérieur,ils furent dev,enus
Devenir,Futur,je dev,iendrai
Devenir,Futur,tu dev,iendras
Devenir,Futur,il dev,iendra
Devenir,Futur,nous dev,iendrons
Devenir,Futur,vous dev,iendrez
Devenir,Futur,ils dev,iendront
Devenir,Futur antérieur,je serai dev,enu
Devenir,Futur antérieur,tu seras dev,enu
Devenir,Futur antérieur,il sera dev,enu
Devenir,Futur antérieur,nous serons dev,enus
Devenir,Futur antérieur,vous serez dev,enus
Devenir,Futur antérieur,ils seront dev,enus
Devenir,Futur proche,je vais dev,enir
Devenir,Futur proche,tu vas dev,enir
Devenir,Futur proche,il va dev,enir
Devenir,Futur proche,nous allons dev,enir
